orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCountry
10905,WELLI,9,24/02/2022,24/03/2022,06/03/2022,2,13.72,Wellington Importadora,Rua do Mercado 12,Brazil
10906,WOLZA,4,25/02/2022,11/03/2022,03/03/2022,3,26.29,Wolski Zajazd,ul. Filtrowa 68,Poland
10907,SPECD,6,25/02/2022,25/03/2022,27/02/2022,3,9.19,Spécialités du monde,25 rue Lauriston,France
10908,REGGC,4,26/02/2022,26/03/2022,06/03/2022,2,32.96,Reggiani Caseifici,Strada Provinciale 124,Italy
10909,SANTG,1,26/02/2022,26/03/2022,10/03/2022,2,53.05,Santé Gourmet,Erling Skakkes gate 78,Norway
10910,WILMK,1,26/02/2022,26/03/2022,04/03/2022,3,38.11,Wilman Kala,Keskuskatu 45,Finland
10911,GODOS,3,26/02/2022,26/03/2022,05/03/2022,1,38.19,Godos Cocina Típica,C/ Romero 33,Spain
10912,HUNGO,2,26/02/2022,26/03/2022,18/03/2022,2,580.91,Hungry Owl All-Night Grocers,8 Johnstown Road,Ireland
10913,QUEEN,4,26/02/2022,26/03/2022,04/03/2022,1,33.05,Queen Cozinha,Alameda dos Canàrios 891,Brazil
10914,QUEEN,6,27/02/2022,27/03/2022,02/03/2022,1,21.19,Queen Cozinha,Alameda dos Canàrios 891,Brazil
10915,TORTU,2,27/02/2022,27/03/2022,02/03/2022,2,3.51,Tortuga Restaurante,Avda. Azteca 123,Mexico
10916,RANCH,1,27/02/2022,27/03/2022,09/03/2022,2,63.77,Rancho grande,Av. del Libertador 900,Argentina
10917,ROMEY,4,02/03/2022,30/03/2022,11/03/2022,2,8.29,Romero y tomillo,Gran Vía 1,Spain
10918,BOTTM,3,02/03/2022,30/03/2022,11/03/2022,3,48.83,Bottom-Dollar Markets,23 Tsawassen Blvd.,Canada
10919,LINOD,2,02/03/2022,30/03/2022,04/03/2022,2,19.8,LINO-Delicateses,Ave. 5 de Mayo Porlamar,Venezuela
10920,AROUT,4,03/03/2022,31/03/2022,09/03/2022,2,29.61,Around the Horn,Brook Farm Stratford St. Mary,UK
10921,VAFFE,1,03/03/2022,14/04/2022,09/03/2022,1,176.48,Vaffeljernet,Smagsloget 45,Denmark
10922,HANAR,5,03/03/2022,31/03/2022,05/03/2022,3,62.74,Hanari Carnes,Rua do Paço 67,Brazil
10923,LAMAI,7,03/03/2022,14/04/2022,13/03/2022,3,68.26,La maison d'Asie,1 rue Alsace-Lorraine,France
10924,BERGS,3,04/03/2022,01/04/2022,08/04/2022,2,151.52,Berglunds snabbköp,Berguvsvägen  8,Sweden
10925,HANAR,3,04/03/2022,01/04/2022,13/03/2022,1,2.27,Hanari Carnes,Rua do Paço 67,Brazil
10926,ANATR,4,04/03/2022,01/04/2022,11/03/2022,3,39.92,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,Mexico
10927,LACOR,4,05/03/2022,02/04/2022,08/04/2022,1,19.79,La corne d'abondance,67 avenue de l'Europe,France
10928,GALED,1,05/03/2022,02/04/2022,18/03/2022,1,1.36,Galería del gastronómo,Rambla de Cataluña 23,Spain
10929,FRANK,6,05/03/2022,02/04/2022,12/03/2022,1,33.93,Frankenversand,Berliner Platz 43,Germany
10930,SUPRD,4,06/03/2022,17/04/2022,18/03/2022,3,15.55,Suprêmes délices,Boulevard Tirou 255,Belgium
10931,RICSU,4,06/03/2022,20/03/2022,19/03/2022,2,13.6,Richter Supermarkt,Starenweg 5,Switzerland
10932,BONAP,8,06/03/2022,03/04/2022,24/03/2022,1,134.64,Bon app',12 rue des Bouchers,France
10933,ISLAT,6,06/03/2022,03/04/2022,16/03/2022,3,54.15,Island Trading,Garden House Crowther Way,UK
10934,LEHMS,3,09/03/2022,06/04/2022,12/03/2022,3,32.01,Lehmanns Marktstand,Magazinweg 7,Germany
10935,WELLI,4,09/03/2022,06/04/2022,18/03/2022,3,47.59,Wellington Importadora,Rua do Mercado 12,Brazil
10936,GREAL,3,09/03/2022,06/04/2022,18/03/2022,2,33.68,Great Lakes Food Market,2732 Baker Blvd.,USA
10937,CACTU,7,10/03/2022,24/03/2022,13/03/2022,3,31.51,Cactus Comidas para llevar,Cerrito 333,Argentina
10938,QUICK,3,10/03/2022,07/04/2022,16/03/2022,2,31.89,QUICK-Stop,Taucherstraße 10,Germany
10939,MAGAA,2,10/03/2022,07/04/2022,13/03/2022,2,76.33,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Italy
10940,BONAP,8,11/03/2022,08/04/2022,23/03/2022,3,19.77,Bon app',12 rue des Bouchers,France
10941,SAVEA,7,11/03/2022,08/04/2022,20/03/2022,2,400.81,Save-a-lot Markets,187 Suffolk Ln.,USA
10942,REGGC,9,11/03/2022,08/04/2022,18/03/2022,3,17.95,Reggiani Caseifici,Strada Provinciale 124,Italy
10943,BSBEV,4,11/03/2022,08/04/2022,19/03/2022,2,2.17,B's Beverages,Fauntleroy Circus,UK
10944,BOTTM,6,12/03/2022,26/03/2022,13/03/2022,3,52.92,Bottom-Dollar Markets,23 Tsawassen Blvd.,Canada
10945,MORGK,4,12/03/2022,09/04/2022,18/03/2022,1,10.22,Morgenstern Gesundkost,Heerstr. 22,Germany
10946,VAFFE,1,12/03/2022,09/04/2022,19/03/2022,2,27.2,Vaffeljernet,Smagsloget 45,Denmark
10947,BSBEV,3,13/03/2022,10/04/2022,16/03/2022,2,3.26,B's Beverages,Fauntleroy Circus,UK
10948,GODOS,3,13/03/2022,10/04/2022,19/03/2022,3,23.39,Godos Cocina Típica,C/ Romero 33,Spain
10949,BOTTM,2,13/03/2022,10/04/2022,17/03/2022,3,74.44,Bottom-Dollar Markets,23 Tsawassen Blvd.,Canada
10950,MAGAA,1,16/03/2022,13/04/2022,23/03/2022,2,2.5,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Italy
10951,RICSU,9,16/03/2022,27/04/2022,07/04/2022,2,30.85,Richter Supermarkt,Starenweg 5,Switzerland
10952,ALFKI,1,16/03/2022,27/04/2022,24/03/2022,1,40.42,Alfred's Futterkiste,Obere Str. 57,Germany
10953,AROUT,9,16/03/2022,30/03/2022,25/03/2022,2,23.72,Around the Horn,Brook Farm Stratford St. Mary,UK
10954,LINOD,5,17/03/2022,28/04/2022,20/03/2022,1,27.91,LINO-Delicateses,Ave. 5 de Mayo Porlamar,Venezuela
10955,FOLKO,8,17/03/2022,14/04/2022,NULL,2,3.26,Folk och fä HB,Åkergatan 24,Sweden
10956,BLAUS,6,17/03/2022,28/04/2022,20/03/2022,2,44.65,Blauer See Delikatessen,Forsterstr. 57,Germany
10957,HILAA,8,18/03/2022,15/04/2022,27/03/2022,3,105.36,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10958,OCEAN,7,18/03/2022,15/04/2022,27/03/2022,2,49.56,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Argentina
10959,GOURL,6,18/03/2022,29/04/2022,23/03/2022,2,4.98,Gourmet Lanchonetes,Av. Brasil 442,Brazil
10960,HILAA,3,19/03/2022,02/04/2022,08/04/2022,1,2.08,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10961,QUEEN,8,19/03/2022,16/04/2022,30/03/2022,1,104.47,Queen Cozinha,Alameda dos Canàrios 891,Brazil
10962,QUICK,8,19/03/2022,16/04/2022,23/03/2022,2,275.79,QUICK-Stop,Taucherstraße 10,Germany
10963,FURIB,9,19/03/2022,16/04/2022,26/03/2022,3,2.7,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Portugal
10964,SPECD,3,20/03/2022,17/04/2022,24/03/2022,2,87.38,Spécialités du monde,25 rue Lauriston,France
10965,OLDWO,6,20/03/2022,17/04/2022,30/03/2022,3,144.38,Old World Delicatessen,2743 Bering St.,USA
10966,CHOPS,4,20/03/2022,17/04/2022,08/04/2022,1,27.19,Chop-suey Chinese,Hauptstr. 31,Switzerland
10967,TOMSP,2,23/03/2022,20/04/2022,02/04/2022,2,62.22,Toms Spezialitäten,Luisenstr. 48,Germany
10968,ERNSH,1,23/03/2022,20/04/2022,01/04/2022,3,74.6,Ernst Handel,Kirchgasse 6,Austria
10969,COMMI,1,23/03/2022,20/04/2022,30/03/2022,2,0.21,Comércio Mineiro,Av. dos Lusíadas 23,Brazil
10970,BOLID,9,24/03/2022,07/04/2022,24/04/2022,1,16.16,Bólido Comidas preparadas,C/ Araquil 67,Spain
10971,FRANR,2,24/03/2022,21/04/2022,02/04/2022,2,121.82,France restauration,54 rue Royale,France
10972,LACOR,4,24/03/2022,21/04/2022,26/03/2022,2,0.02,La corne d'abondance,67 avenue de l'Europe,France
10973,LACOR,6,24/03/2022,21/04/2022,27/03/2022,2,15.17,La corne d'abondance,67 avenue de l'Europe,France
10974,SPLIR,3,25/03/2022,08/04/2022,03/04/2022,3,12.96,Split Rail Beer & Ale,P.O. Box 555,USA
10975,BOTTM,1,25/03/2022,22/04/2022,27/03/2022,3,32.27,Bottom-Dollar Markets,23 Tsawassen Blvd.,Canada
10976,HILAA,1,25/03/2022,06/05/2022,03/04/2022,1,37.97,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
10977,FOLKO,8,26/03/2022,23/04/2022,10/04/2022,3,208.5,Folk och fä HB,Åkergatan 24,Sweden
10978,MAISD,9,26/03/2022,23/04/2022,23/04/2022,2,32.82,Maison Dewey,Rue Joseph-Bens 532,Belgium
10979,ERNSH,8,26/03/2022,23/04/2022,31/03/2022,2,353.07,Ernst Handel,Kirchgasse 6,Austria
10980,FOLKO,4,27/03/2022,08/05/2022,17/04/2022,1,1.26,Folk och fä HB,Åkergatan 24,Sweden
10981,HANAR,1,27/03/2022,24/04/2022,02/04/2022,2,193.37,Hanari Carnes,Rua do Paço 67,Brazil
10982,BOTTM,2,27/03/2022,24/04/2022,08/04/2022,1,14.01,Bottom-Dollar Markets,23 Tsawassen Blvd.,Canada
10983,SAVEA,2,27/03/2022,24/04/2022,06/04/2022,2,657.54,Save-a-lot Markets,187 Suffolk Ln.,USA
10984,SAVEA,1,30/03/2022,27/04/2022,03/04/2022,3,211.22,Save-a-lot Markets,187 Suffolk Ln.,USA
10985,HUNGO,2,30/03/2022,27/04/2022,02/04/2022,1,91.51,Hungry Owl All-Night Grocers,8 Johnstown Road,Ireland
10986,OCEAN,8,30/03/2022,27/04/2022,21/04/2022,2,217.86,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Argentina
10987,EASTC,8,31/03/2022,28/04/2022,06/04/2022,1,185.48,Eastern Connection,35 King George,UK
10988,RATTC,3,31/03/2022,28/04/2022,10/04/2022,2,61.14,Rattlesnake Canyon Grocery,2817 Milton Dr.,USA
10989,QUEDE,2,31/03/2022,28/04/2022,02/04/2022,1,34.76,Que Delícia,Rua da Panificadora 12,Brazil
10990,ERNSH,2,01/04/2022,13/05/2022,07/04/2022,3,117.61,Ernst Handel,Kirchgasse 6,Austria
10991,QUICK,1,01/04/2022,29/04/2022,NULL,1,38.51,QUICK-Stop,Taucherstraße 10,Germany
10992,THEBI,1,01/04/2022,29/04/2022,03/04/2022,3,4.27,The Big Cheese,89 Jefferson Way Suite 2,USA
10993,FOLKO,7,01/04/2022,29/04/2022,10/04/2022,3,8.81,Folk och fä HB,Åkergatan 24,Sweden
10994,VAFFE,2,02/04/2022,16/04/2022,09/04/2022,3,65.53,Vaffeljernet,Smagsloget 45,Denmark
10995,PERIC,1,02/04/2022,30/04/2022,06/04/2022,3,46,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,Mexico
10996,QUICK,4,02/04/2022,30/04/2022,10/04/2022,2,1.12,QUICK-Stop,Taucherstraße 10,Germany
10997,LILAS,8,03/04/2022,15/05/2022,13/04/2022,2,73.91,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Venezuela
10998,WOLZA,8,03/04/2022,17/04/2022,17/04/2022,2,20.31,Wolski Zajazd,ul. Filtrowa 68,Poland
10999,OTTIK,6,03/04/2022,01/05/2022,10/04/2022,2,96.35,Ottilies Käseladen,Mehrheimerstr. 369,Germany
11000,RATTC,2,06/04/2022,04/05/2022,14/04/2022,3,55.12,Rattlesnake Canyon Grocery,2817 Milton Dr.,USA
11001,FOLKO,2,06/04/2022,04/05/2022,14/04/2022,2,197.3,Folk och fä HB,Åkergatan 24,Sweden
11002,SAVEA,4,06/04/2022,04/05/2022,16/04/2022,1,141.16,Save-a-lot Markets,187 Suffolk Ln.,USA
11003,THECR,3,06/04/2022,04/05/2022,08/04/2022,3,14.91,The Cracker Box,55 Grizzly Peak Rd.,USA
11004,MAISD,3,07/04/2022,05/05/2022,20/04/2022,1,44.84,Maison Dewey,Rue Joseph-Bens 532,Belgium
11005,WILMK,2,07/04/2022,05/05/2022,10/04/2022,1,0.75,Wilman Kala,Keskuskatu 45,Finland
11006,GREAL,3,07/04/2022,05/05/2022,15/04/2022,2,25.19,Great Lakes Food Market,2732 Baker Blvd.,USA
11007,PRINI,8,08/04/2022,06/05/2022,13/04/2022,2,202.24,Princesa Isabel Vinhos,Estrada da saúde n. 58,Portugal
11008,ERNSH,7,08/04/2022,06/05/2022,13/04/2022,3,79.46,Ernst Handel,Kirchgasse 6,Austria
11009,GODOS,2,08/04/2022,06/05/2022,10/04/2022,1,59.11,Godos Cocina Típica,C/ Romero 33,Spain
11010,REGGC,2,09/04/2022,07/05/2022,21/04/2022,2,28.71,Reggiani Caseifici,Strada Provinciale 124,Italy
11011,ALFKI,3,09/04/2022,07/05/2022,13/04/2022,1,1.21,Alfred's Futterkiste,Obere Str. 57,Germany
11012,FRANK,1,09/04/2022,23/04/2022,17/04/2022,3,242.95,Frankenversand,Berliner Platz 43,Germany
11013,ROMEY,2,09/04/2022,07/05/2022,10/04/2022,1,32.99,Romero y tomillo,Gran Vía 1,Spain
11014,LINOD,2,10/04/2022,08/05/2022,15/04/2022,3,23.6,LINO-Delicateses,Ave. 5 de Mayo Porlamar,Venezuela
11015,SANTG,2,10/04/2022,24/04/2022,20/04/2022,2,4.62,Santé Gourmet,Erling Skakkes gate 78,Norway
11016,AROUT,9,10/04/2022,08/05/2022,13/04/2022,2,33.8,Around the Horn,Brook Farm Stratford St. Mary,UK
11017,ERNSH,9,13/04/2022,11/05/2022,20/04/2022,2,754.26,Ernst Handel,Kirchgasse 6,Austria
11018,LONEP,4,13/04/2022,11/05/2022,16/04/2022,2,11.65,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,USA
11019,RANCH,6,13/04/2022,11/05/2022,16/04/2022,3,3.17,Rancho grande,Av. del Libertador 900,Argentina
11020,OTTIK,2,14/04/2022,12/05/2022,NULL,2,43.3,Ottilies Käseladen,Mehrheimerstr. 369,Germany
11021,QUICK,3,14/04/2022,12/05/2022,21/04/2022,1,297.18,QUICK-Stop,Taucherstraße 10,Germany
11022,HANAR,9,14/04/2022,12/05/2022,04/05/2022,2,6.27,Hanari Carnes,Rua do Paço 67,Brazil
11023,BSBEV,1,14/04/2022,28/04/2022,24/04/2022,2,123.83,B's Beverages,Fauntleroy Circus,UK
11024,EASTC,4,15/04/2022,13/05/2022,20/04/2022,1,74.36,Eastern Connection,35 King George,UK
11025,WARTH,6,15/04/2022,13/05/2022,24/04/2022,3,29.17,Wartian Herkku,Torikatu 38,Finland
11026,FRANS,4,15/04/2022,13/05/2022,28/04/2022,1,47.09,Franchi S.p.A.,Via Monte Bianco 34,Italy
11027,BOTTM,1,16/04/2022,14/05/2022,20/04/2022,1,52.52,Bottom-Dollar Markets,23 Tsawassen Blvd.,Canada
11028,KOENE,2,16/04/2022,14/05/2022,22/04/2022,1,29.59,Königlich Essen,Maubelstr. 90,Germany
11029,CHOPS,4,16/04/2022,14/05/2022,27/04/2022,1,47.84,Chop-suey Chinese,Hauptstr. 31,Switzerland
11030,SAVEA,7,17/04/2022,15/05/2022,27/04/2022,2,830.75,Save-a-lot Markets,187 Suffolk Ln.,USA
11031,SAVEA,6,17/04/2022,15/05/2022,24/04/2022,2,227.22,Save-a-lot Markets,187 Suffolk Ln.,USA
11032,WHITC,2,17/04/2022,15/05/2022,23/04/2022,3,606.19,White Clover Markets,1029 - 12th Ave. S.,USA
11033,RICSU,7,17/04/2022,15/05/2022,23/04/2022,3,84.74,Richter Supermarkt,Starenweg 5,Switzerland
11034,OLDWO,8,20/04/2022,01/06/2022,27/04/2022,1,40.32,Old World Delicatessen,2743 Bering St.,USA
11035,SUPRD,2,20/04/2022,18/05/2022,24/04/2022,2,0.17,Suprêmes délices,Boulevard Tirou 255,Belgium
11036,DRACD,8,20/04/2022,18/05/2022,22/04/2022,3,149.47,Drachenblut Delikatessen,Walserweg 21,Germany
11037,GODOS,7,21/04/2022,19/05/2022,27/04/2022,1,3.2,Godos Cocina Típica,C/ Romero 33,Spain
11038,SUPRD,1,21/04/2022,19/05/2022,30/04/2022,2,29.59,Suprêmes délices,Boulevard Tirou 255,Belgium
11039,LINOD,1,21/04/2022,19/05/2022,30/04/2022,2,65,LINO-Delicateses,Ave. 5 de Mayo Porlamar,Venezuela
11040,GREAL,4,22/04/2022,20/05/2022,30/04/2022,3,18.84,Great Lakes Food Market,2732 Baker Blvd.,USA
11041,CHOPS,3,22/04/2022,20/05/2022,28/04/2022,2,48.22,Chop-suey Chinese,Hauptstr. 31,Switzerland
11042,COMMI,2,22/04/2022,06/05/2022,01/05/2022,1,29.99,Comércio Mineiro,Av. dos Lusíadas 23,Brazil
11043,SPECD,5,22/04/2022,20/05/2022,29/04/2022,2,8.8,Spécialités du monde,25 rue Lauriston,France
11044,WOLZA,4,23/04/2022,21/05/2022,01/05/2022,1,8.72,Wolski Zajazd,ul. Filtrowa 68,Poland
11045,BOTTM,6,23/04/2022,21/05/2022,01/05/2022,2,70.58,Bottom-Dollar Markets,23 Tsawassen Blvd.,Canada
11046,WANDK,8,23/04/2022,21/05/2022,24/04/2022,2,71.64,Die Wandernde Kuh,Adenauerallee 900,Germany
11047,EASTC,7,24/04/2022,22/05/2022,01/05/2022,3,46.62,Eastern Connection,35 King George,UK
11048,BOTTM,7,24/04/2022,22/05/2022,30/04/2022,3,24.12,Bottom-Dollar Markets,23 Tsawassen Blvd.,Canada
11049,GOURL,3,24/04/2022,22/05/2022,04/05/2022,1,8.34,Gourmet Lanchonetes,Av. Brasil 442,Brazil
11050,FOLKO,8,27/04/2022,25/05/2022,05/05/2022,2,59.41,Folk och fä HB,Åkergatan 24,Sweden
11051,LAMAI,7,27/04/2022,25/05/2022,05/05/2022,3,2.79,La maison d'Asie,1 rue Alsace-Lorraine,France
11052,HANAR,3,27/04/2022,25/05/2022,01/05/2022,1,67.26,Hanari Carnes,Rua do Paço 67,Brazil
11053,PICCO,2,27/04/2022,25/05/2022,29/04/2022,2,53.05,Piccolo und mehr,Geislweg 14,Austria
11054,CACTU,8,28/04/2022,26/05/2022,29/04/2022,1,0.33,Cactus Comidas para llevar,Cerrito 333,Argentina
11055,HILAA,7,28/04/2022,26/05/2022,05/05/2022,2,120.92,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,Venezuela
11056,EASTC,8,28/04/2022,12/05/2022,01/05/2022,2,278.96,Eastern Connection,35 King George,UK
11057,NORTS,3,29/04/2022,27/05/2022,01/05/2022,3,4.13,North/South,South House 300 Queensbridge,UK
11058,BLAUS,9,29/04/2022,27/05/2022,01/05/2022,3,31.14,Blauer See Delikatessen,Forsterstr. 57,Germany
11059,RICAR,2,29/04/2022,10/06/2022,01/05/2022,2,85.8,Ricardo Adocicados,Av. Copacabana 267,Brazil
11060,FRANS,2,30/04/2022,28/05/2022,04/05/2022,2,10.98,Franchi S.p.A.,Via Monte Bianco 34,Italy
11061,GREAL,4,30/04/2022,11/06/2022,04/05/2022,3,14.01,Great Lakes Food Market,2732 Baker Blvd.,USA
11062,REGGC,4,30/04/2022,28/05/2022,04/05/2022,2,29.93,Reggiani Caseifici,Strada Provinciale 124,Italy
11063,HUNGO,3,30/04/2022,28/05/2022,06/05/2022,2,81.73,Hungry Owl All-Night Grocers,8 Johnstown Road,Ireland
11064,SAVEA,1,01/05/2022,29/05/2022,04/05/2022,1,30.09,Save-a-lot Markets,187 Suffolk Ln.,USA
11065,LILAS,8,01/05/2022,29/05/2022,04/05/2022,1,12.91,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Venezuela
11066,WHITC,7,01/05/2022,29/05/2022,04/05/2022,2,44.72,White Clover Markets,1029 - 12th Ave. S.,USA
11067,DRACD,1,04/05/2022,18/05/2022,06/05/2022,2,7.98,Drachenblut Delikatessen,Walserweg 21,Germany
11068,QUEEN,8,04/05/2022,01/06/2022,NULL,2,81.75,Queen Cozinha,Alameda dos Canàrios 891,Brazil
11069,TORTU,1,04/05/2022,01/06/2022,NULL,2,15.67,Tortuga Restaurante,Avda. Azteca 123,Mexico
11070,LEHMS,2,05/05/2022,02/06/2022,NULL,1,136,Lehmanns Marktstand,Magazinweg 7,Germany
11071,LILAS,1,05/05/2022,02/06/2022,NULL,1,0.93,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Venezuela
11072,ERNSH,4,05/05/2022,02/06/2022,NULL,2,258.64,Ernst Handel,Kirchgasse 6,Austria
11073,PERIC,2,05/05/2022,02/06/2022,NULL,2,24.95,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,Mexico
11074,SIMOB,7,06/05/2022,03/06/2022,NULL,2,18.44,Simons bistro,Vinbæltet 34,Denmark
11075,RICSU,8,06/05/2022,03/06/2022,NULL,2,6.19,Richter Supermarkt,Starenweg 5,Switzerland
11076,BONAP,4,06/05/2022,03/06/2022,06/05/2022,2,38.28,Bon app',12 rue des Bouchers,France
11077,RATTC,1,06/05/2022,03/06/2022,06/05/2022,2,8.53,Rattlesnake Canyon Grocery,2817 Milton Dr.,USA
